,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
0,2728246,12-Oct-23,Minnesota,Princeton,200 block of 190th Ave NE,0,5,0,1,1
1,2727876,10-Oct-23,Wisconsin,Madison,116 Milky Way,1,3,0,0,0
2,2725771,8-Oct-23,Illinois,Chicago,316 W Erie St,0,8,0,0,0
3,2725838,8-Oct-23,Pennsylvania,Indiana,640 N 5th Ave,1,8,0,0,0
4,2726444,8-Oct-23,Louisiana,Gonzales,616 N Tobey Ave,0,4,0,0,0
5,2725206,7-Oct-23,Illinois,Chicago,5012 N Winthrop Ave,0,4,0,0,0
6,2725669,7-Oct-23,California,Inglewood,3333 W Manchester Blvd,2,3,0,0,0
7,2725422,6-Oct-23,Nevada,Reno,10640 N McCarran Blvd,0,7,0,0,0
8,2725126,6-Oct-23,South Carolina,Florence,1100 block of Oakland Ave,0,4,0,0,0
9,2725133,6-Oct-23,District of Columbia,Washington,100 block of Quincy Pl NE,0,5,0,0,0
10,2723347,4-Oct-23,California,Los Angeles,S. Central Ave and E. 90th St,1,4,0,0,0
11,2723247,4-Oct-23,Pennsylvania,Philadelphia,7500 block of Whitaker Ave,0,4,1,0,0
12,2723237,4-Oct-23,Minnesota,Saint Paul,1200 block of Hazelwood St,1,3,0,0,0
13,2722363,3-Oct-23,Maryland,Baltimore,1800 Argonne Dr,0,5,0,0,1
14,2720893,2-Oct-23,Pennsylvania,Philadelphia,6115 Shelbourne St,3,1,1,0,0
15,2720112,1-Oct-23,Kentucky,Lexington,100 block of N Mill St,0,4,0,0,1
16,2720910,1-Oct-23,Ohio,Toledo,500 block of Leach St,0,4,0,0,0
17,2720476,1-Oct-23,Illinois,Chicago,50 block of S Whipple St,2,2,0,0,0
18,2720136,1-Oct-23,Nebraska,Omaha,N 24th St and Decatur St,1,5,0,0,0
19,2720311,1-Oct-23,Texas,Houston,8700 block of Cypressbrook Dr,2,2,0,0,1
20,2720526,1-Oct-23,New Jersey,Jersey City,260 Culver Ave,0,5,0,0,0
21,2720419,30-Sep-23,Texas,Laredo,717 E Travis St,0,4,0,0,0
22,2720128,30-Sep-23,California,San Pedro,1230 N Park Western Dr,1,3,0,0,0
23,2719793,29-Sep-23,Louisiana,Lake Charles,2212 Broad St,1,3,0,0,1
24,2717131,27-Sep-23,District of Columbia,Washington,2423 14th St NE,2,3,0,0,0
25,2715316,25-Sep-23,Texas,Dallas,4800 block of Elsie Faye Heggins St,1,3,0,0,1
26,2715722,25-Sep-23,Florida,Jacksonville,4229 Moncrief Rd W,0,6,0,0,0
27,2714225,24-Sep-23,Oklahoma,Oklahoma City,SW 26th St and S Agnew Ave,0,4,0,0,0
28,2714677,24-Sep-23,South Carolina,Columbia,225 Saddletrail Rd,3,1,0,0,3
29,2714319,23-Sep-23,Florida,Jacksonville,8846 A C Skinner Pkwy,3,1,0,0,0
30,2714462,23-Sep-23,Tennessee,Covington,2951 Hwy 51 N,1,4,0,0,0
31,2713920,23-Sep-23,Virginia,Chesapeake,1300 block of Drayton Rd,1,4,0,0,0
32,2713404,23-Sep-23,California,Downey,11018 Downey Ave,0,4,0,0,1
33,2714081,23-Sep-23,District of Columbia,Washington,1360 H St NE,1,3,0,0,0
34,2713882,22-Sep-23,Minnesota,Minneapolis,Lake St and Lyndale Ave,0,4,0,0,0
35,2713409,22-Sep-23,California,Pomona,1500 E 1st St,1,5,0,0,0
36,2710366,18-Sep-23,North Carolina,Spring Lake,214 S 6th St,1,3,0,0,0
37,2709172,18-Sep-23,North Carolina,Charlotte,200 block of N Tryon St,0,4,0,0,0
38,2708659,17-Sep-23,Texas,El Paso,12300 Tierra Inca Dr,2,4,0,0,0
39,2708996,17-Sep-23,Massachusetts,Boston,50 Ames St,0,5,0,0,1
40,2709153,17-Sep-23,Illinois,Romeoville,512 Concord Ave,4,0,2,0,0
41,2708514,16-Sep-23,Colorado,Denver,1946 Market St,0,5,0,0,0
42,2708490,16-Sep-23,Indiana,South Bend,Huron St and Philippa St,0,4,0,0,2
43,2710554,15-Sep-23,Mississippi,Tchula,14592 Martin Luther King Dr,1,6,0,0,0
44,2706325,13-Sep-23,Pennsylvania,Philadelphia,W York St and N Marshall St,0,4,0,0,0
45,2704430,11-Sep-23,Florida,Palm Bay,1200 Hadley Cir SE,0,4,0,0,0
46,2703680,10-Sep-23,Michigan,Detroit,8600 block of Rosemont Ave,2,2,0,0,0
47,2703436,10-Sep-23,Indiana,Indianapolis,800 block of W 29th St,0,5,0,0,0
48,2704593,10-Sep-23,New Jersey,Jersey City,Martin Luther King Dr and Orient Ave,0,5,0,0,0
49,2702902,9-Sep-23,Illinois,Chicago,6500 block of S King Dr,0,4,0,0,0
50,2703975,9-Sep-23,South Carolina,Rock Hill,800 block of Brunswick Dr,0,4,0,0,2
51,2701771,7-Sep-23,Texas,Dallas,5300 block of Colonial Ave,1,3,0,0,1
52,2700661,6-Sep-23,New York,Brooklyn,56 Marcus Garvey Blvd,0,4,0,0,3
53,2701037,6-Sep-23,Mississippi,Jackson,3400 block of Lampton Ave,1,3,0,0,0
54,2701233,6-Sep-23,Texas,El Paso (Socorro),253 Flor Margarita Blvd,0,4,0,0,0
55,2699229,5-Sep-23,Illinois,Chicago,4718 W Gladys Ave,0,4,0,0,0
56,2699475,4-Sep-23,Georgia,Dublin,100 block of E Jackson St,1,3,0,0,3
57,2698496,4-Sep-23,Alabama,Birmingham,930 5th Ave N,2,3,0,0,0
58,2698171,3-Sep-23,Georgia,Atlanta,3516 Adkins Rd NW,0,5,1,0,0
59,2698160,3-Sep-23,Illinois,Freeport,300 block of E Pleasant St,1,3,0,0,0
60,2698786,3-Sep-23,North Carolina,High Point,2900 block of Creekview Ct,1,3,0,0,0
61,2698107,3-Sep-23,Texas,Galveston,4002 Mendocino Dr,2,2,0,0,0
62,2697278,2-Sep-23,Massachusetts,Lynn,189 Essex St,2,5,0,0,0
63,2696484,1-Sep-23,South Carolina,Myrtle Beach,900 block of White St,0,1,0,0,0
64,2695354,30-Aug-23,Illinois,Peoria,2217 W Marquette Ave,1,4,0,0,0
65,2695977,30-Aug-23,Texas,Houston,2800 block of Chimney Rock Rd,0,4,0,0,0
66,2694045,29-Aug-23,New York,Rochester,15 Savannah St,0,4,0,0,0
67,2692290,27-Aug-23,Ohio,Mansfield,137 Blymyer Ave,1,3,0,0,2
68,2691802,27-Aug-23,Kentucky,Louisville,301 Market St,2,4,0,0,1
69,2692120,27-Aug-23,Michigan,Detroit,11644 Cloverdale St,1,4,0,0,0
70,2691769,27-Aug-23,Ohio,Cleveland,11500 block of St Mark Ave,0,4,0,0,0
71,2692512,27-Aug-23,Colorado,Pueblo,1200 block of Berwind Ave,1,3,0,0,0
72,2690924,26-Aug-23,Massachusetts,Boston,10 Talbot Ave,0,7,0,1,2
73,2691275,26-Aug-23,Utah,Orem,360 S State St,0,5,0,5,5
74,2692026,26-Aug-23,Mississippi,Ripley,100 block of Peacock Holler,0,4,0,0,1
75,2690914,25-Aug-23,Florida,Tallahassee,1303 Ocala Rd,0,4,0,0,0
76,2690809,25-Aug-23,California,Pasadena,151 E Orange Grove Blvd,0,5,0,0,0
77,2690239,24-Aug-23,Ohio,Hartville,13305 Carnation Ave NW,4,0,1,0,0
78,2688942,23-Aug-23,California,Trabuco Canyon,19152 Santiago Canyon Rd,3,5,1,0,0
79,2688888,23-Aug-23,Ohio,Warren (Howland),Highlawn Ave SE,0,4,1,0,0
80,2688256,22-Aug-23,Illinois,Chicago,1521 S Trumbull Ave,1,3,0,0,0
81,2686943,21-Aug-23,Pennsylvania,Upper Darby,635 Long Lane,1,3,0,0,0
82,2687693,21-Aug-23,New York,Valley Stream,89 Ocean Ave,1,3,0,0,3
83,2685998,20-Aug-23,Washington,Seattle,2205 Rainier Ave S,3,6,0,0,0
84,2687319,20-Aug-23,Texas,Denison,1100 block of W Owings St,1,3,0,0,3
85,2686221,20-Aug-23,Minnesota,Minneapolis,814 E Franklin Ave,0,8,0,0,0
86,2686454,20-Aug-23,Wisconsin,Milwaukee,S 12th St and W Mitchell St,0,4,0,0,1
87,2686543,20-Aug-23,Georgia,Louisville,1000 block of Handy St,0,5,0,0,3
88,2686047,19-Aug-23,Wisconsin,Milwaukee,S 14th St and W Burnham St,0,9,0,0,1
89,2685332,19-Aug-23,Georgia,Macon,834 Woodard Ave,1,3,0,0,0
90,2685196,19-Aug-23,Pennsylvania,Philadelphia,500 block of N Creighton St,1,8,0,0,0
91,2686338,19-Aug-23,Delaware,Wilmington,300 block of Chapel St,0,4,0,0,0
92,2684327,18-Aug-23,Virginia,Norfolk,1510 E Brambleton Ave,0,4,0,0,0
93,2685046,18-Aug-23,Illinois,Chicago,3500 block of W 13th Pl,0,4,0,0,0
94,2684071,16-Aug-23,Louisiana,Alexandria,2900 block of Levin St,1,4,0,0,0
95,2683130,16-Aug-23,Illinois,East Saint Louis,N 38th St and Audubon Ave,1,4,0,0,0
96,2683213,16-Aug-23,Oklahoma,Oklahoma City,7405 NW 5th Terrace,4,0,1,0,0
97,2682756,16-Aug-23,Kentucky,Louisville,1800 block of W Muhammad Ali Blvd,0,4,0,0,0
98,2681831,15-Aug-23,Tennessee,Clarksville,2655 Union Hall Rd,0,5,2,0,0
99,2680467,13-Aug-23,Tennessee,Memphis,Peabody Pl and S B B King Blvd,0,8,0,0,0
100,2680362,13-Aug-23,Pennsylvania,Harrisburg,Cranberry St and N 2nd St,0,4,0,0,0
101,2679624,13-Aug-23,Ohio,Cincinnati,2300 block of Flora St,0,4,0,0,0
102,2680270,13-Aug-23,Illinois,Chicago,5700 block of S Payne Dr,1,3,0,0,0
103,2679865,13-Aug-23,Illinois,Rockford,600 block of Fisher Ave,0,7,0,0,0
104,2680526,13-Aug-23,Illinois,Chicago,100 block of W Division St,0,4,0,0,0
105,2679878,12-Aug-23,Michigan,Grand Rapids,Dickinson St SE and Madison Ave SE,0,4,0,0,0
106,2678953,12-Aug-23,Washington,Bothell,2005 185th Pl SE,1,3,0,0,0
107,2678825,11-Aug-23,Minnesota,Minneapolis,2220 16th Ave S,1,6,0,0,0
108,2678274,11-Aug-23,Pennsylvania,Philadelphia,800 Diamond St,3,1,0,0,0
109,2678650,11-Aug-23,Arkansas,Pine Bluff,1601 S Cherry St,0,4,0,0,1
110,2676883,10-Aug-23,Washington,Marysville,2600 block of 164th St,2,2,0,0,1
111,2675914,9-Aug-23,Illinois,Crystal Lake,5805 Wild Plum Rd,3,1,1,0,0
112,2677365,9-Aug-23,Pennsylvania,Pittsburgh,2176 Webster Ave,0,4,0,1,1
113,2673981,6-Aug-23,Pennsylvania,Philadelphia,200 W 65th Ave,0,5,0,0,0
114,2673152,6-Aug-23,Texas,Edinburg,5120 S Raul Longoria Rd,0,7,0,0,3
115,2672766,5-Aug-23,District of Columbia,Washington,Good Hope Rd SE and 16th St SE,3,2,0,0,0
116,2672510,5-Aug-23,Louisiana,Lafayette,106 S General Marshall St,1,4,0,1,1
117,2673896,5-Aug-23,Missouri,Kansas City,E 16th St and Grand Blvd,0,4,0,0,1
118,2671589,3-Aug-23,California,Los Angeles,8805 S Hoover St,0,4,0,0,0
119,2673196,2-Aug-23,Arkansas,Pine Bluff,Lilac St,0,5,0,0,0
120,2670331,2-Aug-23,Illinois,Chicago,1249 W 81st St,1,3,0,0,0
121,2668365,31-Jul-23,Mississippi,Columbus,2520 5th St N,0,4,0,0,2
122,2667118,30-Jul-23,Michigan,Lansing,1300 block of W Holmes Rd,0,5,0,0,0
123,2666859,30-Jul-23,Illinois,Chicago,1500 block of S Keeler Ave,1,8,0,0,0
124,2667537,30-Jul-23,Texas,Port Arthur,711 Procter St,0,7,0,0,0
125,2666933,30-Jul-23,Indiana,Muncie,900 block of E Willard St,1,17,0,1,2
126,2668556,30-Jul-23,Massachusetts,Springfield,Leyfred Terr,0,4,0,0,0
127,2667046,29-Jul-23,California,Los Angeles,2121 E 99th Pl,1,3,0,0,0
128,2666201,28-Jul-23,Florida,Tampa,E Shadowlawn Ave and N 36th St,1,3,0,0,0
129,2666500,28-Jul-23,Florida,Fort Lauderdale,NW 19th St and MLK Jr Ave,0,4,0,0,0
130,2666189,28-Jul-23,Washington,Seattle,9232 Rainier Ave S,0,5,0,0,0
131,2666195,28-Jul-23,Illinois,Chicago Heights (Ford Heights),1400 block of Senator Ln,1,4,0,0,0
132,2663533,25-Jul-23,Pennsylvania,Pittsburgh,Nicholas St and Jacob St,0,5,0,0,0
133,2662351,24-Jul-23,Oklahoma,Tulsa,11107 E Brady St,3,1,0,0,1
134,2662711,24-Jul-23,New York,Bronx,255 E Burnside Ave,1,3,0,0,2
135,2661359,23-Jul-23,Florida,Tampa,7402 N 56th St,0,5,0,0,0
136,2661332,23-Jul-23,Alabama,Birmingham,1700 block of Third Ave W,0,4,0,0,0
137,2661056,23-Jul-23,Texas,Houston,9261 Gulf Fwy,1,4,0,0,1
138,2661505,23-Jul-23,Texas,Dallas,3300 block of Sheila Lane,1,3,0,0,0
139,2661000,23-Jul-23,Washington,Seattle,Broadway and E Pike St,0,4,0,0,0
140,2660194,22-Jul-23,Texas,Houston,10700 Rosehaven Dr,1,2,0,2,0
141,2660568,22-Jul-23,North Carolina,Wade,4001 Pembroke Lane,1,3,0,0,0
142,2660299,22-Jul-23,Arizona,Glendale,6761 N Sunset Blvd,0,4,0,0,1
143,2661182,22-Jul-23,Florida,Daytona Beach,611 Seabreeze Blvd,0,4,0,0,1
144,2660217,22-Jul-23,Illinois,Chicago,1400 block of S Spaulding Ave,1,4,0,0,0
145,2660674,22-Jul-23,Tennessee,Memphis,2965 Meadows Lane,1,4,0,0,0
146,2659968,21-Jul-23,Louisiana,Marrero,6700 block of Mather Dr,1,3,0,0,0
147,2658784,20-Jul-23,North Carolina,Greensboro,1900 block of Brice St,1,3,0,0,0
148,2658701,19-Jul-23,Texas,Houston,6200 block of Luce St,2,3,0,0,0
149,2657179,18-Jul-23,Pennsylvania,Philadelphia,500 block of E Wyoming Ave,0,5,0,0,0
150,2657041,17-Jul-23,District of Columbia,Washington,1200 block of Barnaby Terrace SE,0,4,0,0,0
151,2656524,17-Jul-23,South Carolina,Columbia,4200 block of Wentworth Dr,1,3,0,0,0
152,2654137,16-Jul-23,Illinois,Chicago,4000 block of W Washington Blvd,1,4,0,0,3
153,2654540,16-Jul-23,California,Los Angeles,2000 block of E 115th St,1,4,0,0,0
154,2654280,16-Jul-23,Texas,Dallas,Al Lipscomb Way and Meadow St,1,4,0,0,1
155,2653407,15-Jul-23,Pennsylvania,Homestead (Munhall),1129 Ravine St,1,3,0,0,0
156,2655985,15-Jul-23,Mississippi,Clarksdale,400 block of Andrews St,0,4,0,0,0
157,2653609,15-Jul-23,Georgia,Hampton,92 Dogwood Lakes Dr,4,3,1,0,0
158,2654370,15-Jul-23,Florida,Fort Lauderdale,3170 NW 2nd St,1,3,0,0,0
159,2653974,15-Jul-23,Louisiana,Shreveport,400 Commerce St,1,6,0,0,1
160,2653963,15-Jul-23,Tennessee,Memphis,3400 block of Ridgemont Ave,1,4,0,0,0
161,2652749,14-Jul-23,Maryland,Bladensburg,4300 block of Bladensburg Rd,0,5,0,0,0
162,2653198,14-Jul-23,North Dakota,Fargo,901 25th St S,1,3,1,0,0
163,2651377,13-Jul-23,Maryland,Silver Spring,14324 Layhill Rd,0,4,0,0,0
164,2651632,13-Jul-23,Texas,El Paso,1160 Airway Blvd,2,4,0,0,2
165,2652321,13-Jul-23,Illinois,East Saint Louis,500 block of N 27th St,1,4,0,0,0
166,2654191,12-Jul-23,Georgia,Lagrange,Whitesville St and Bell St,0,4,0,0,0
167,2650004,11-Jul-23,New York,Bronx,25 E 193rd St,0,4,0,0,0
168,2650456,11-Jul-23,Texas,Dallas,8200 block of Willoughby Blvd,0,6,0,0,0
169,2648182,9-Jul-23,North Carolina,Wadesboro,1205 N Greene St,1,6,0,0,0
170,2648002,9-Jul-23,Texas,Amarillo,4515 S Georgia St,2,5,0,0,1
171,2648055,9-Jul-23,Ohio,Cleveland,W 6th St and Johnson Ct,0,9,0,0,2
172,2647888,9-Jul-23,Iowa,Dubuque,2506 Broadway St,1,3,0,0,0
173,2649242,9-Jul-23,Alabama,Montgomery,300 block of Gardendale Dr,1,6,0,0,2
174,2647298,8-Jul-23,New York,Brooklyn,Ashford St and Arlington Ave,1,3,0,0,1
175,2647621,8-Jul-23,California,Indio,41900 block of Napoli St,1,3,0,0,0
176,2647307,8-Jul-23,Indiana,Gary,939 E 21st Ave,1,3,0,0,0
177,2647516,8-Jul-23,Maryland,Baltimore,900 block of Greenmount Ave,2,2,0,0,0
178,2648440,8-Jul-23,Texas,Dallas,1600 block of Pompano Beach Dr,1,3,0,0,0
179,2647013,7-Jul-23,Illinois,Chicago,1600 block of W Howard St,0,5,0,0,0
180,2646865,7-Jul-23,Texas,El Paso,4516 Swan Dr,0,8,0,0,0
181,2644586,5-Jul-23,Florida,Fort Lauderdale,2960 NW 19th St,0,5,0,0,0
182,2643648,5-Jul-23,Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,1,6,0,0,1
183,2644078,5-Jul-23,Michigan,Lansing,S Washington Sq,0,4,0,0,0
184,2643671,5-Jul-23,Illinois,Chicago,5600 block of S Ada St,1,4,0,0,0
185,2644352,5-Jul-23,Ohio,Cleveland,4000 block of E 150th St,2,2,0,0,0
186,2643453,5-Jul-23,District of Columbia,Washington,4700 block of Meade St NE,0,9,0,0,0
187,2643630,5-Jul-23,Massachusetts,Boston,33 Edgewater Dr,0,5,0,0,1
188,2643676,5-Jul-23,New Jersey,Paterson,49 Jersey St,2,3,0,0,0
189,2644627,5-Jul-23,Michigan,Flint,2800 block of Mallery St,0,4,0,0,0
190,2642527,4-Jul-23,Ohio,Akron,700 E Exchange St,0,4,0,0,0
191,2643602,4-Jul-23,Louisiana,Shreveport,2000 block of Pearl Ave,4,7,0,0,0
192,2642489,4-Jul-23,Michigan,Lansing,6520 Mercantile Way,0,5,0,0,0
193,2643549,4-Jul-23,California,Hayward,400 block of Ranker Place,0,5,0,1,2
194,2642484,4-Jul-23,North Carolina,Charlotte,5300 block of Park Brook Dr,0,4,0,0,0
195,2643322,4-Jul-23,Maryland,Edgewood,600 block of Harr Park Ct,0,4,0,0,1
197,2642262,3-Jul-23,Texas,Fort Worth,2100 block of Christine Ave,0,4,0,0,1
198,2642472,3-Jul-23,Texas,Fort Worth,Diaz Ave and Horne St,3,8,0,0,2
199,2642495,3-Jul-23,Indiana,Indianapolis,3200 block of Forest Manor Ave,1,3,0,0,0
200,2645345,3-Jul-23,Indiana,Michigan City,1100 block of Salem St,0,4,0,0,0
201,2642785,3-Jul-23,Missouri,Saint Ann,4116 Jane Ave,3,1,1,0,0
202,2642071,3-Jul-23,Pennsylvania,Philadelphia,5700 block of Warrington Ave,5,2,0,0,1
203,2640311,2-Jul-23,Kansas,Wichita,222 N Washington St,0,9,0,0,3
204,2641112,2-Jul-23,New York,Bronx,1780 Eastburn Ave,0,4,0,0,0
205,2640219,2-Jul-23,Maryland,Baltimore,800 block of Gretna Ct,2,27,0,1,5
206,2639780,1-Jul-23,Oklahoma,Tulsa,1150 S Sheridan Rd,0,4,0,0,0
207,2639130,30-Jun-23,California,Florin,7870 Florin Rd,0,4,0,0,0
208,2639623,30-Jun-23,Illinois,Chicago,6300 block of S Artesian Ave,1,3,0,0,0
209,2638784,29-Jun-23,Texas,Odessa,4310 N Dixie Blvd,1,4,0,0,3
210,2638465,28-Jun-23,North Carolina,Greensboro,5100 Bayberry St,3,2,0,0,1
211,2636671,26-Jun-23,Michigan,Ypsilanti,800 block of George Pl,2,2,0,0,1
212,2634835,25-Jun-23,Missouri,Kansas City,5646 Prospect Ave,3,6,0,0,1
213,2635065,25-Jun-23,Texas,Missouri City,7242 W Fuqua St,1,3,0,0,0
214,2635437,25-Jun-23,Ohio,Cincinnati,1233 Clay St,0,4,0,0,0
215,2634840,25-Jun-23,Indiana,Indianapolis,800 block of Broad Ripple Ave,3,1,0,0,1
216,2634933,25-Jun-23,Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,0,4,0,0,0
217,2635243,24-Jun-23,North Carolina,Asheboro,800 block of Salem Ct,0,4,0,0,2
218,2634357,24-Jun-23,Texas,Beaumont,1600 block of Glasshouse St,0,5,0,0,0
219,2634147,24-Jun-23,Michigan,Saginaw,Fourth St and Johnson St,2,11,0,0,0
220,2634135,24-Jun-23,Florida,Orlando,2620 N Hiawassee Rd,2,2,0,0,0
221,2632283,21-Jun-23,Texas,Fort Worth,2120 Handley Dr,1,3,0,0,1
222,2630581,20-Jun-23,Michigan,Pontiac,28 Cherry Hill Dr,1,3,0,0,0
223,2629821,19-Jun-23,Illinois,Chicago,3200 block of W 79th St,1,3,0,0,0
224,2629745,19-Jun-23,Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,0,6,0,0,1
225,2628072,18-Jun-23,Illinois,Willowbrook,10S622 Kingery Hwy,1,22,0,0,0
226,2628083,18-Jun-23,Missouri,Saint Louis,1409 Washington Ave,1,9,0,0,0
227,2629211,18-Jun-23,Idaho,Kellogg,525 W Cameron Ave,4,0,0,0,1
228,2629196,18-Jun-23,North Carolina,Greenville,1100 block of W Sixth St,1,5,0,0,0
229,2628950,18-Jun-23,Illinois,Chicago,9900 block of S Princeton Ave,2,3,0,0,0
230,2628104,18-Jun-23,Illinois,Chicago,5400 block of W Crystal St,1,3,0,0,0
231,2628094,18-Jun-23,Georgia,Decatur,4525 Glenwood Rd,0,5,0,0,0
232,2629262,18-Jun-23,Michigan,Detroit,12000 block of Roselawn St,0,4,0,0,0
233,2627254,17-Jun-23,Illinois,Chicago,1900 block of N Stockton Dr,0,5,0,0,0
234,2627729,17-Jun-23,Pennsylvania,Philadelphia,1700 block of Ringgold St,0,5,0,0,0
235,2627193,17-Jun-23,Wisconsin,La Crosse,116 3rd St S,0,7,0,0,1
236,2627442,17-Jun-23,North Carolina,Winston Salem (Winston-salem),800 block of Utah Dr,0,4,0,0,0
237,2627199,17-Jun-23,Indiana,Indianapolis,W 34th St and Moller Rd,0,4,0,0,0
238,2627418,17-Jun-23,North Carolina,Charlotte,6432 E Independence Blvd,1,3,0,0,1
239,2629270,17-Jun-23,Louisiana,Alexandria,3323 Willow Glen River Rd,1,3,0,0,0
240,2627958,17-Jun-23,Washington,Quincy,754 Silica Rd NW,2,2,0,1,1
241,2630156,17-Jun-23,Ohio,Cleveland,11921 Miles Ave,0,4,0,0,0
242,2626827,16-Jun-23,Maryland,Baltimore,E Cold Spring Ln and York Rd,0,6,0,0,0
243,2627283,16-Jun-23,California,Carson,1500 block of E Abila St,0,8,0,0,0
244,2627013,16-Jun-23,New Jersey,Clifton,39 Harding Ave,0,4,0,0,0
245,2625892,15-Jun-23,Ohio,New Richmond,1965 Laurel Lindale Rd,3,1,0,0,1
246,2626402,15-Jun-23,Tennessee,Sequatchie,246 Pine St,5,1,1,0,0
247,2625636,15-Jun-23,South Carolina,Greenville,Channel Dr,0,4,0,0,0
248,2625603,14-Jun-23,Oklahoma,Tulsa,S Harvard Ave and E 31st St,1,3,0,0,1
249,2625182,13-Jun-23,Ohio,Cincinnati,2300 block of Harrison Ave,0,4,0,0,0
250,2623809,13-Jun-23,Colorado,Denver,2000 block of Market St,0,9,0,1,2
251,2622044,11-Jun-23,New York,Syracuse,100 block of Davis St,0,4,0,0,3
252,2622062,11-Jun-23,California,Antioch,3300 block of Sunset Ln,1,6,0,0,0
253,2668127,11-Jun-23,Louisiana,Labadieville,3006 LA-1,0,7,0,0,1
254,2622008,11-Jun-23,Texas,Houston,6003 Richmond Ave,0,6,0,0,1
255,2622547,11-Jun-23,Maryland,Annapolis,1004 Paddington Pl,3,3,0,0,1
256,2622140,11-Jun-23,Illinois,Champaign,1000 block of N 6th St,0,4,0,0,0
257,2622484,11-Jun-23,Texas,Crosby,12028 Crosby-Lynchburg  Rd,1,4,0,0,0
258,2621754,10-Jun-23,Mississippi,Hattiesburg,6100 block of US-49,0,4,0,0,0
259,2621640,10-Jun-23,Illinois,Oak Park,900 block of Madison St,0,4,0,0,0
260,2622344,10-Jun-23,Washington,Benton City,25000 block of North Willard Ave,1,5,0,0,0
261,2621241,9-Jun-23,California,San Francisco,24th St and Treat Ave,0,9,0,0,1
262,2621359,9-Jun-23,Pennsylvania,Jeannette,815 Lowry Ave,1,4,0,0,0
263,2620695,8-Jun-23,South Carolina,North Charleston,4106 Dorchester Rd,1,3,0,0,0
264,2619908,7-Jun-23,California,Sacramento,1600 block of Grand Ave,0,7,0,0,0
265,2618358,6-Jun-23,Virginia,Richmond,6 N Laurel St,2,5,0,0,1
266,2617560,5-Jun-23,Mississippi,Jackson,440 N Mill St,0,5,0,0,0
267,2616439,4-Jun-23,Texas,Sunnyvale,201 Planters Rd,1,4,0,0,0
268,2615978,4-Jun-23,Illinois,Chicago,4800 block of W Iowa St,1,6,0,0,0
269,2616034,4-Jun-23,Florida,Pensacola,Cresent Dr,1,4,0,0,0
270,2616015,4-Jun-23,Missouri,Columbia,2600 block of Oakbrook Dr,2,4,0,0,0
271,2615941,3-Jun-23,Oregon,Portland,NE Webster St and NE 55th Ave,0,4,0,0,0
272,2615518,2-Jun-23,Tennessee,Memphis,4600 block of Mill Stream Dr,0,4,0,0,0
273,2614735,2-Jun-23,Texas,San Antonio,5100 block of Eisenhauer Rd,1,3,0,0,0
274,2614353,31-May-23,Ohio,Cleveland,400 block of E 123rd St,1,3,0,0,0
275,2613087,31-May-23,North Carolina,Fayetteville,700 block of Rembrandt Dr,2,2,0,0,2
276,2613375,31-May-23,Ohio,Cincinnati,73 E McMicken Ave,0,4,0,0,0
277,2612967,30-May-23,Pennsylvania,Lebanon,400 block of N 5th St,3,1,0,0,3
278,2612882,30-May-23,Illinois,Chicago,7059 S Halsted St,0,4,0,0,0
279,2611512,29-May-23,Florida,Hollywood,1203 N Broadwalk,0,9,0,0,3
280,2611781,29-May-23,South Carolina,Hollywood,5000 block of Storage Rd,1,5,0,0,0
281,2610925,29-May-23,Ohio,Canal Winchester,4855 Pintail Creek Dr,0,7,0,0,0
283,2611877,29-May-23,New York,Syracuse,400 block of Bellevue Ave,1,3,0,0,1
284,2611231,28-May-23,Pennsylvania,Chester,Front St and Norris St,0,8,0,0,0
285,2611011,28-May-23,Pennsylvania,Philadelphia,4500 block of Mulberry St,1,3,0,0,0
286,2610339,28-May-23,Pennsylvania,Harrisburg,1000 block of N 3rd St,0,4,0,0,0
287,2610271,28-May-23,Mississippi,Hazlehurst,Dentville Rd,0,5,0,0,0
288,2610231,28-May-23,Tennessee,Memphis,400 block of Deerskin Dr,0,4,0,0,0
289,2610153,27-May-23,Ohio,Cleveland,17426 Harvard Ave,0,4,0,0,0
290,2610514,27-May-23,California,Moreno Valley,24800 block of Evening Shadow Ct,0,4,0,0,0
291,2610746,27-May-23,Arkansas,Marianna,382 W Chestnut St,1,4,0,0,0
292,2609789,27-May-23,New Mexico,Red River,400 E Main St,3,4,0,1,1
293,2609601,27-May-23,Illinois,Chicago,7900 block of S Ashland Ave,1,3,0,0,0
294,2609992,26-May-23,Mississippi,Columbus,2118 Hwy 45 N,1,4,0,0,1
295,2608422,26-May-23,Wisconsin,Milwaukee,N 38th St and W Walnut St,0,4,0,0,1
296,2608802,26-May-23,Maryland,Baltimore,W Saratoga St and N Eutaw St,0,5,0,0,0
297,2608556,26-May-23,Georgia,Brunswick,100 block of Wasp Dr,0,5,0,0,0
298,2608830,26-May-23,Virginia,Woodbridge,14723 Birchdale Ave,3,1,0,0,0
299,2609761,26-May-23,Arizona,Mesa,Alma School Rd and Main St,4,1,0,0,1
