,Unnamed: 0,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
0,0,2728246,2023-10-12,Minnesota,Princeton,200 block of 190th Ave NE,0,5,0,1,1
1,1,2727876,2023-10-10,Wisconsin,Madison,116 Milky Way,1,3,0,0,0
2,2,2725771,2023-10-08,Illinois,Chicago,316 W Erie St,0,8,0,0,0
3,3,2725838,2023-10-08,Pennsylvania,Indiana,640 N 5th Ave,1,8,0,0,0
4,4,2726444,2023-10-08,Louisiana,Gonzales,616 N Tobey Ave,0,4,0,0,0
5,5,2725206,2023-10-07,Illinois,Chicago,5012 N Winthrop Ave,0,4,0,0,0
6,6,2725669,2023-10-07,California,Inglewood,3333 W Manchester Blvd,2,3,0,0,0
7,7,2725422,2023-10-06,Nevada,Reno,10640 N McCarran Blvd,0,7,0,0,0
8,8,2725126,2023-10-06,South Carolina,Florence,1100 block of Oakland Ave,0,4,0,0,0
9,9,2725133,2023-10-06,District of Columbia,Washington,100 block of Quincy Pl NE,0,5,0,0,0
10,10,2723347,2023-10-04,California,Los Angeles,S. Central Ave and E. 90th St,1,4,0,0,0
11,11,2723247,2023-10-04,Pennsylvania,Philadelphia,7500 block of Whitaker Ave,0,4,1,0,0
12,12,2723237,2023-10-04,Minnesota,Saint Paul,1200 block of Hazelwood St,1,3,0,0,0
13,13,2722363,2023-10-03,Maryland,Baltimore,1800 Argonne Dr,0,5,0,0,1
14,14,2720893,2023-10-02,Pennsylvania,Philadelphia,6115 Shelbourne St,3,1,1,0,0
15,15,2720112,2023-10-01,Kentucky,Lexington,100 block of N Mill St,0,4,0,0,1
16,16,2720910,2023-10-01,Ohio,Toledo,500 block of Leach St,0,4,0,0,0
17,17,2720476,2023-10-01,Illinois,Chicago,50 block of S Whipple St,2,2,0,0,0
18,18,2720136,2023-10-01,Nebraska,Omaha,N 24th St and Decatur St,1,5,0,0,0
19,19,2720311,2023-10-01,Texas,Houston,8700 block of Cypressbrook Dr,2,2,0,0,1
20,20,2720526,2023-10-01,New Jersey,Jersey City,260 Culver Ave,0,5,0,0,0
21,21,2720419,2023-09-30,Texas,Laredo,717 E Travis St,0,4,0,0,0
22,22,2720128,2023-09-30,California,San Pedro,1230 N Park Western Dr,1,3,0,0,0
23,23,2719793,2023-09-29,Louisiana,Lake Charles,2212 Broad St,1,3,0,0,1
24,24,2717131,2023-09-27,District of Columbia,Washington,2423 14th St NE,2,3,0,0,0
25,25,2715316,2023-09-25,Texas,Dallas,4800 block of Elsie Faye Heggins St,1,3,0,0,1
26,26,2715722,2023-09-25,Florida,Jacksonville,4229 Moncrief Rd W,0,6,0,0,0
27,27,2714225,2023-09-24,Oklahoma,Oklahoma City,SW 26th St and S Agnew Ave,0,4,0,0,0
28,28,2714677,2023-09-24,South Carolina,Columbia,225 Saddletrail Rd,3,1,0,0,3
29,29,2714319,2023-09-23,Florida,Jacksonville,8846 A C Skinner Pkwy,3,1,0,0,0
30,30,2714462,2023-09-23,Tennessee,Covington,2951 Hwy 51 N,1,4,0,0,0
31,31,2713920,2023-09-23,Virginia,Chesapeake,1300 block of Drayton Rd,1,4,0,0,0
32,32,2713404,2023-09-23,California,Downey,11018 Downey Ave,0,4,0,0,1
33,33,2714081,2023-09-23,District of Columbia,Washington,1360 H St NE,1,3,0,0,0
34,34,2713882,2023-09-22,Minnesota,Minneapolis,Lake St and Lyndale Ave,0,4,0,0,0
35,35,2713409,2023-09-22,California,Pomona,1500 E 1st St,1,5,0,0,0
36,36,2710366,2023-09-18,North Carolina,Spring Lake,214 S 6th St,1,3,0,0,0
37,37,2709172,2023-09-18,North Carolina,Charlotte,200 block of N Tryon St,0,4,0,0,0
38,38,2708659,2023-09-17,Texas,El Paso,12300 Tierra Inca Dr,2,4,0,0,0
39,39,2708996,2023-09-17,Massachusetts,Boston,50 Ames St,0,5,0,0,1
40,40,2709153,2023-09-17,Illinois,Romeoville,512 Concord Ave,4,0,2,0,0
41,41,2708514,2023-09-16,Colorado,Denver,1946 Market St,0,5,0,0,0
42,42,2708490,2023-09-16,Indiana,South Bend,Huron St and Philippa St,0,4,0,0,2
43,43,2710554,2023-09-15,Mississippi,Tchula,14592 Martin Luther King Dr,1,6,0,0,0
44,44,2706325,2023-09-13,Pennsylvania,Philadelphia,W York St and N Marshall St,0,4,0,0,0
45,45,2704430,2023-09-11,Florida,Palm Bay,1200 Hadley Cir SE,0,4,0,0,0
46,46,2703680,2023-09-10,Michigan,Detroit,8600 block of Rosemont Ave,2,2,0,0,0
47,47,2703436,2023-09-10,Indiana,Indianapolis,800 block of W 29th St,0,5,0,0,0
48,48,2704593,2023-09-10,New Jersey,Jersey City,Martin Luther King Dr and Orient Ave,0,5,0,0,0
49,49,2702902,2023-09-09,Illinois,Chicago,6500 block of S King Dr,0,4,0,0,0
50,50,2703975,2023-09-09,South Carolina,Rock Hill,800 block of Brunswick Dr,0,4,0,0,2
51,51,2701771,2023-09-07,Texas,Dallas,5300 block of Colonial Ave,1,3,0,0,1
52,52,2700661,2023-09-06,New York,Brooklyn,56 Marcus Garvey Blvd,0,4,0,0,3
53,53,2701037,2023-09-06,Mississippi,Jackson,3400 block of Lampton Ave,1,3,0,0,0
54,54,2701233,2023-09-06,Texas,El Paso (Socorro),253 Flor Margarita Blvd,0,4,0,0,0
55,55,2699229,2023-09-05,Illinois,Chicago,4718 W Gladys Ave,0,4,0,0,0
56,56,2699475,2023-09-04,Georgia,Dublin,100 block of E Jackson St,1,3,0,0,3
57,57,2698496,2023-09-04,Alabama,Birmingham,930 5th Ave N,2,3,0,0,0
58,58,2698171,2023-09-03,Georgia,Atlanta,3516 Adkins Rd NW,0,5,1,0,0
59,59,2698160,2023-09-03,Illinois,Freeport,300 block of E Pleasant St,1,3,0,0,0
60,60,2698786,2023-09-03,North Carolina,High Point,2900 block of Creekview Ct,1,3,0,0,0
61,61,2698107,2023-09-03,Texas,Galveston,4002 Mendocino Dr,2,2,0,0,0
62,62,2697278,2023-09-02,Massachusetts,Lynn,189 Essex St,2,5,0,0,0
63,63,2696484,2023-09-01,South Carolina,Myrtle Beach,900 block of White St,0,1,0,0,0
64,64,2695354,2023-08-30,Illinois,Peoria,2217 W Marquette Ave,1,4,0,0,0
65,65,2695977,2023-08-30,Texas,Houston,2800 block of Chimney Rock Rd,0,4,0,0,0
66,66,2694045,2023-08-29,New York,Rochester,15 Savannah St,0,4,0,0,0
67,67,2692290,2023-08-27,Ohio,Mansfield,137 Blymyer Ave,1,3,0,0,2
68,68,2691802,2023-08-27,Kentucky,Louisville,301 Market St,2,4,0,0,1
69,69,2692120,2023-08-27,Michigan,Detroit,11644 Cloverdale St,1,4,0,0,0
70,70,2691769,2023-08-27,Ohio,Cleveland,11500 block of St Mark Ave,0,4,0,0,0
71,71,2692512,2023-08-27,Colorado,Pueblo,1200 block of Berwind Ave,1,3,0,0,0
72,72,2690924,2023-08-26,Massachusetts,Boston,10 Talbot Ave,0,7,0,1,2
73,73,2691275,2023-08-26,Utah,Orem,360 S State St,0,5,0,5,5
74,74,2692026,2023-08-26,Mississippi,Ripley,100 block of Peacock Holler,0,4,0,0,1
75,75,2690914,2023-08-25,Florida,Tallahassee,1303 Ocala Rd,0,4,0,0,0
76,76,2690809,2023-08-25,California,Pasadena,151 E Orange Grove Blvd,0,5,0,0,0
77,77,2690239,2023-08-24,Ohio,Hartville,13305 Carnation Ave NW,4,0,1,0,0
78,78,2688942,2023-08-23,California,Trabuco Canyon,19152 Santiago Canyon Rd,3,5,1,0,0
79,79,2688888,2023-08-23,Ohio,Warren (Howland),Highlawn Ave SE,0,4,1,0,0
80,80,2688256,2023-08-22,Illinois,Chicago,1521 S Trumbull Ave,1,3,0,0,0
81,81,2686943,2023-08-21,Pennsylvania,Upper Darby,635 Long Lane,1,3,0,0,0
82,82,2687693,2023-08-21,New York,Valley Stream,89 Ocean Ave,1,3,0,0,3
83,83,2685998,2023-08-20,Washington,Seattle,2205 Rainier Ave S,3,6,0,0,0
84,84,2687319,2023-08-20,Texas,Denison,1100 block of W Owings St,1,3,0,0,3
85,85,2686221,2023-08-20,Minnesota,Minneapolis,814 E Franklin Ave,0,8,0,0,0
86,86,2686454,2023-08-20,Wisconsin,Milwaukee,S 12th St and W Mitchell St,0,4,0,0,1
87,87,2686543,2023-08-20,Georgia,Louisville,1000 block of Handy St,0,5,0,0,3
88,88,2686047,2023-08-19,Wisconsin,Milwaukee,S 14th St and W Burnham St,0,9,0,0,1
89,89,2685332,2023-08-19,Georgia,Macon,834 Woodard Ave,1,3,0,0,0
90,90,2685196,2023-08-19,Pennsylvania,Philadelphia,500 block of N Creighton St,1,8,0,0,0
91,91,2686338,2023-08-19,Delaware,Wilmington,300 block of Chapel St,0,4,0,0,0
92,92,2684327,2023-08-18,Virginia,Norfolk,1510 E Brambleton Ave,0,4,0,0,0
93,93,2685046,2023-08-18,Illinois,Chicago,3500 block of W 13th Pl,0,4,0,0,0
94,94,2684071,2023-08-16,Louisiana,Alexandria,2900 block of Levin St,1,4,0,0,0
95,95,2683130,2023-08-16,Illinois,East Saint Louis,N 38th St and Audubon Ave,1,4,0,0,0
96,96,2683213,2023-08-16,Oklahoma,Oklahoma City,7405 NW 5th Terrace,4,0,1,0,0
97,97,2682756,2023-08-16,Kentucky,Louisville,1800 block of W Muhammad Ali Blvd,0,4,0,0,0
98,98,2681831,2023-08-15,Tennessee,Clarksville,2655 Union Hall Rd,0,5,2,0,0
99,99,2680467,2023-08-13,Tennessee,Memphis,Peabody Pl and S B B King Blvd,0,8,0,0,0
100,100,2680362,2023-08-13,Pennsylvania,Harrisburg,Cranberry St and N 2nd St,0,4,0,0,0
101,101,2679624,2023-08-13,Ohio,Cincinnati,2300 block of Flora St,0,4,0,0,0
102,102,2680270,2023-08-13,Illinois,Chicago,5700 block of S Payne Dr,1,3,0,0,0
103,103,2679865,2023-08-13,Illinois,Rockford,600 block of Fisher Ave,0,7,0,0,0
104,104,2680526,2023-08-13,Illinois,Chicago,100 block of W Division St,0,4,0,0,0
105,105,2679878,2023-08-12,Michigan,Grand Rapids,Dickinson St SE and Madison Ave SE,0,4,0,0,0
106,106,2678953,2023-08-12,Washington,Bothell,2005 185th Pl SE,1,3,0,0,0
107,107,2678825,2023-08-11,Minnesota,Minneapolis,2220 16th Ave S,1,6,0,0,0
108,108,2678274,2023-08-11,Pennsylvania,Philadelphia,800 Diamond St,3,1,0,0,0
109,109,2678650,2023-08-11,Arkansas,Pine Bluff,1601 S Cherry St,0,4,0,0,1
110,110,2676883,2023-08-10,Washington,Marysville,2600 block of 164th St,2,2,0,0,1
111,111,2675914,2023-08-09,Illinois,Crystal Lake,5805 Wild Plum Rd,3,1,1,0,0
112,112,2677365,2023-08-09,Pennsylvania,Pittsburgh,2176 Webster Ave,0,4,0,1,1
113,113,2673981,2023-08-06,Pennsylvania,Philadelphia,200 W 65th Ave,0,5,0,0,0
114,114,2673152,2023-08-06,Texas,Edinburg,5120 S Raul Longoria Rd,0,7,0,0,3
115,115,2672766,2023-08-05,District of Columbia,Washington,Good Hope Rd SE and 16th St SE,3,2,0,0,0
116,116,2672510,2023-08-05,Louisiana,Lafayette,106 S General Marshall St,1,4,0,1,1
117,117,2673896,2023-08-05,Missouri,Kansas City,E 16th St and Grand Blvd,0,4,0,0,1
118,118,2671589,2023-08-03,California,Los Angeles,8805 S Hoover St,0,4,0,0,0
119,119,2673196,2023-08-02,Arkansas,Pine Bluff,Lilac St,0,5,0,0,0
120,120,2670331,2023-08-02,Illinois,Chicago,1249 W 81st St,1,3,0,0,0
121,121,2668365,2023-07-31,Mississippi,Columbus,2520 5th St N,0,4,0,0,2
122,122,2667118,2023-07-30,Michigan,Lansing,1300 block of W Holmes Rd,0,5,0,0,0
123,123,2666859,2023-07-30,Illinois,Chicago,1500 block of S Keeler Ave,1,8,0,0,0
124,124,2667537,2023-07-30,Texas,Port Arthur,711 Procter St,0,7,0,0,0
125,125,2666933,2023-07-30,Indiana,Muncie,900 block of E Willard St,1,17,0,1,2
126,126,2668556,2023-07-30,Massachusetts,Springfield,Leyfred Terr,0,4,0,0,0
127,127,2667046,2023-07-29,California,Los Angeles,2121 E 99th Pl,1,3,0,0,0
128,128,2666201,2023-07-28,Florida,Tampa,E Shadowlawn Ave and N 36th St,1,3,0,0,0
129,129,2666500,2023-07-28,Florida,Fort Lauderdale,NW 19th St and MLK Jr Ave,0,4,0,0,0
130,130,2666189,2023-07-28,Washington,Seattle,9232 Rainier Ave S,0,5,0,0,0
131,131,2666195,2023-07-28,Illinois,Chicago Heights (Ford Heights),1400 block of Senator Ln,1,4,0,0,0
132,132,2663533,2023-07-25,Pennsylvania,Pittsburgh,Nicholas St and Jacob St,0,5,0,0,0
133,133,2662351,2023-07-24,Oklahoma,Tulsa,11107 E Brady St,3,1,0,0,1
134,134,2662711,2023-07-24,New York,Bronx,255 E Burnside Ave,1,3,0,0,2
135,135,2661359,2023-07-23,Florida,Tampa,7402 N 56th St,0,5,0,0,0
136,136,2661332,2023-07-23,Alabama,Birmingham,1700 block of Third Ave W,0,4,0,0,0
137,137,2661056,2023-07-23,Texas,Houston,9261 Gulf Fwy,1,4,0,0,1
138,138,2661505,2023-07-23,Texas,Dallas,3300 block of Sheila Lane,1,3,0,0,0
139,139,2661000,2023-07-23,Washington,Seattle,Broadway and E Pike St,0,4,0,0,0
140,140,2660194,2023-07-22,Texas,Houston,10700 Rosehaven Dr,1,2,0,2,0
141,141,2660568,2023-07-22,North Carolina,Wade,4001 Pembroke Lane,1,3,0,0,0
142,142,2660299,2023-07-22,Arizona,Glendale,6761 N Sunset Blvd,0,4,0,0,1
143,143,2661182,2023-07-22,Florida,Daytona Beach,611 Seabreeze Blvd,0,4,0,0,1
144,144,2660217,2023-07-22,Illinois,Chicago,1400 block of S Spaulding Ave,1,4,0,0,0
145,145,2660674,2023-07-22,Tennessee,Memphis,2965 Meadows Lane,1,4,0,0,0
146,146,2659968,2023-07-21,Louisiana,Marrero,6700 block of Mather Dr,1,3,0,0,0
147,147,2658784,2023-07-20,North Carolina,Greensboro,1900 block of Brice St,1,3,0,0,0
148,148,2658701,2023-07-19,Texas,Houston,6200 block of Luce St,2,3,0,0,0
149,149,2657179,2023-07-18,Pennsylvania,Philadelphia,500 block of E Wyoming Ave,0,5,0,0,0
150,150,2657041,2023-07-17,District of Columbia,Washington,1200 block of Barnaby Terrace SE,0,4,0,0,0
151,151,2656524,2023-07-17,South Carolina,Columbia,4200 block of Wentworth Dr,1,3,0,0,0
152,152,2654137,2023-07-16,Illinois,Chicago,4000 block of W Washington Blvd,1,4,0,0,3
153,153,2654540,2023-07-16,California,Los Angeles,2000 block of E 115th St,1,4,0,0,0
154,154,2654280,2023-07-16,Texas,Dallas,Al Lipscomb Way and Meadow St,1,4,0,0,1
155,155,2653407,2023-07-15,Pennsylvania,Homestead (Munhall),1129 Ravine St,1,3,0,0,0
156,156,2655985,2023-07-15,Mississippi,Clarksdale,400 block of Andrews St,0,4,0,0,0
157,157,2653609,2023-07-15,Georgia,Hampton,92 Dogwood Lakes Dr,4,3,1,0,0
158,158,2654370,2023-07-15,Florida,Fort Lauderdale,3170 NW 2nd St,1,3,0,0,0
159,159,2653974,2023-07-15,Louisiana,Shreveport,400 Commerce St,1,6,0,0,1
160,160,2653963,2023-07-15,Tennessee,Memphis,3400 block of Ridgemont Ave,1,4,0,0,0
161,161,2652749,2023-07-14,Maryland,Bladensburg,4300 block of Bladensburg Rd,0,5,0,0,0
162,162,2653198,2023-07-14,North Dakota,Fargo,901 25th St S,1,3,1,0,0
163,163,2651377,2023-07-13,Maryland,Silver Spring,14324 Layhill Rd,0,4,0,0,0
164,164,2651632,2023-07-13,Texas,El Paso,1160 Airway Blvd,2,4,0,0,2
165,165,2652321,2023-07-13,Illinois,East Saint Louis,500 block of N 27th St,1,4,0,0,0
166,166,2654191,2023-07-12,Georgia,Lagrange,Whitesville St and Bell St,0,4,0,0,0
167,167,2650004,2023-07-11,New York,Bronx,25 E 193rd St,0,4,0,0,0
168,168,2650456,2023-07-11,Texas,Dallas,8200 block of Willoughby Blvd,0,6,0,0,0
169,169,2648182,2023-07-09,North Carolina,Wadesboro,1205 N Greene St,1,6,0,0,0
170,170,2648002,2023-07-09,Texas,Amarillo,4515 S Georgia St,2,5,0,0,1
171,171,2648055,2023-07-09,Ohio,Cleveland,W 6th St and Johnson Ct,0,9,0,0,2
172,172,2647888,2023-07-09,Iowa,Dubuque,2506 Broadway St,1,3,0,0,0
173,173,2649242,2023-07-09,Alabama,Montgomery,300 block of Gardendale Dr,1,6,0,0,2
174,174,2647298,2023-07-08,New York,Brooklyn,Ashford St and Arlington Ave,1,3,0,0,1
175,175,2647621,2023-07-08,California,Indio,41900 block of Napoli St,1,3,0,0,0
176,176,2647307,2023-07-08,Indiana,Gary,939 E 21st Ave,1,3,0,0,0
177,177,2647516,2023-07-08,Maryland,Baltimore,900 block of Greenmount Ave,2,2,0,0,0
178,178,2648440,2023-07-08,Texas,Dallas,1600 block of Pompano Beach Dr,1,3,0,0,0
179,179,2647013,2023-07-07,Illinois,Chicago,1600 block of W Howard St,0,5,0,0,0
180,180,2646865,2023-07-07,Texas,El Paso,4516 Swan Dr,0,8,0,0,0
181,181,2644586,2023-07-05,Florida,Fort Lauderdale,2960 NW 19th St,0,5,0,0,0
182,182,2643648,2023-07-05,Maryland,Salisbury,Chippewa Blvd and Kiowa Ave,1,6,0,0,1
183,183,2644078,2023-07-05,Michigan,Lansing,S Washington Sq,0,4,0,0,0
184,184,2643671,2023-07-05,Illinois,Chicago,5600 block of S Ada St,1,4,0,0,0
185,185,2644352,2023-07-05,Ohio,Cleveland,4000 block of E 150th St,2,2,0,0,0
186,186,2643453,2023-07-05,District of Columbia,Washington,4700 block of Meade St NE,0,9,0,0,0
187,187,2643630,2023-07-05,Massachusetts,Boston,33 Edgewater Dr,0,5,0,0,1
188,188,2643676,2023-07-05,New Jersey,Paterson,49 Jersey St,2,3,0,0,0
189,189,2644627,2023-07-05,Michigan,Flint,2800 block of Mallery St,0,4,0,0,0
190,190,2642527,2023-07-04,Ohio,Akron,700 E Exchange St,0,4,0,0,0
191,191,2643602,2023-07-04,Louisiana,Shreveport,2000 block of Pearl Ave,4,7,0,0,0
192,192,2642489,2023-07-04,Michigan,Lansing,6520 Mercantile Way,0,5,0,0,0
193,193,2643549,2023-07-04,California,Hayward,400 block of Ranker Place,0,5,0,1,2
194,194,2642484,2023-07-04,North Carolina,Charlotte,5300 block of Park Brook Dr,0,4,0,0,0
195,195,2643322,2023-07-04,Maryland,Edgewood,600 block of Harr Park Ct,0,4,0,0,1
196,197,2642262,2023-07-03,Texas,Fort Worth,2100 block of Christine Ave,0,4,0,0,1
197,198,2642472,2023-07-03,Texas,Fort Worth,Diaz Ave and Horne St,3,8,0,0,2
198,199,2642495,2023-07-03,Indiana,Indianapolis,3200 block of Forest Manor Ave,1,3,0,0,0
199,200,2645345,2023-07-03,Indiana,Michigan City,1100 block of Salem St,0,4,0,0,0
200,201,2642785,2023-07-03,Missouri,Saint Ann,4116 Jane Ave,3,1,1,0,0
201,202,2642071,2023-07-03,Pennsylvania,Philadelphia,5700 block of Warrington Ave,5,2,0,0,1
202,203,2640311,2023-07-02,Kansas,Wichita,222 N Washington St,0,9,0,0,3
203,204,2641112,2023-07-02,New York,Bronx,1780 Eastburn Ave,0,4,0,0,0
204,205,2640219,2023-07-02,Maryland,Baltimore,800 block of Gretna Ct,2,27,0,1,5
205,206,2639780,2023-07-01,Oklahoma,Tulsa,1150 S Sheridan Rd,0,4,0,0,0
206,207,2639130,2023-06-30,California,Florin,7870 Florin Rd,0,4,0,0,0
207,208,2639623,2023-06-30,Illinois,Chicago,6300 block of S Artesian Ave,1,3,0,0,0
208,209,2638784,2023-06-29,Texas,Odessa,4310 N Dixie Blvd,1,4,0,0,3
209,210,2638465,2023-06-28,North Carolina,Greensboro,5100 Bayberry St,3,2,0,0,1
210,211,2636671,2023-06-26,Michigan,Ypsilanti,800 block of George Pl,2,2,0,0,1
211,212,2634835,2023-06-25,Missouri,Kansas City,5646 Prospect Ave,3,6,0,0,1
212,213,2635065,2023-06-25,Texas,Missouri City,7242 W Fuqua St,1,3,0,0,0
213,214,2635437,2023-06-25,Ohio,Cincinnati,1233 Clay St,0,4,0,0,0
214,215,2634840,2023-06-25,Indiana,Indianapolis,800 block of Broad Ripple Ave,3,1,0,0,1
215,216,2634933,2023-06-25,Maryland,Temple Hills (Marlow Heights),4400 block of Stamp Rd,0,4,0,0,0
216,217,2635243,2023-06-24,North Carolina,Asheboro,800 block of Salem Ct,0,4,0,0,2
217,218,2634357,2023-06-24,Texas,Beaumont,1600 block of Glasshouse St,0,5,0,0,0
218,219,2634147,2023-06-24,Michigan,Saginaw,Fourth St and Johnson St,2,11,0,0,0
219,220,2634135,2023-06-24,Florida,Orlando,2620 N Hiawassee Rd,2,2,0,0,0
220,221,2632283,2023-06-21,Texas,Fort Worth,2120 Handley Dr,1,3,0,0,1
221,222,2630581,2023-06-20,Michigan,Pontiac,28 Cherry Hill Dr,1,3,0,0,0
222,223,2629821,2023-06-19,Illinois,Chicago,3200 block of W 79th St,1,3,0,0,0
223,224,2629745,2023-06-19,Wisconsin,Milwaukee,2947 N Doctor MLK Jr Dr,0,6,0,0,1
224,225,2628072,2023-06-18,Illinois,Willowbrook,10S622 Kingery Hwy,1,22,0,0,0
225,226,2628083,2023-06-18,Missouri,Saint Louis,1409 Washington Ave,1,9,0,0,0
226,227,2629211,2023-06-18,Idaho,Kellogg,525 W Cameron Ave,4,0,0,0,1
227,228,2629196,2023-06-18,North Carolina,Greenville,1100 block of W Sixth St,1,5,0,0,0
228,229,2628950,2023-06-18,Illinois,Chicago,9900 block of S Princeton Ave,2,3,0,0,0
229,230,2628104,2023-06-18,Illinois,Chicago,5400 block of W Crystal St,1,3,0,0,0
230,231,2628094,2023-06-18,Georgia,Decatur,4525 Glenwood Rd,0,5,0,0,0
231,232,2629262,2023-06-18,Michigan,Detroit,12000 block of Roselawn St,0,4,0,0,0
232,233,2627254,2023-06-17,Illinois,Chicago,1900 block of N Stockton Dr,0,5,0,0,0
233,234,2627729,2023-06-17,Pennsylvania,Philadelphia,1700 block of Ringgold St,0,5,0,0,0
234,235,2627193,2023-06-17,Wisconsin,La Crosse,116 3rd St S,0,7,0,0,1
235,236,2627442,2023-06-17,North Carolina,Winston Salem (Winston-salem),800 block of Utah Dr,0,4,0,0,0
236,237,2627199,2023-06-17,Indiana,Indianapolis,W 34th St and Moller Rd,0,4,0,0,0
237,238,2627418,2023-06-17,North Carolina,Charlotte,6432 E Independence Blvd,1,3,0,0,1
238,239,2629270,2023-06-17,Louisiana,Alexandria,3323 Willow Glen River Rd,1,3,0,0,0
239,240,2627958,2023-06-17,Washington,Quincy,754 Silica Rd NW,2,2,0,1,1
240,241,2630156,2023-06-17,Ohio,Cleveland,11921 Miles Ave,0,4,0,0,0
241,242,2626827,2023-06-16,Maryland,Baltimore,E Cold Spring Ln and York Rd,0,6,0,0,0
242,243,2627283,2023-06-16,California,Carson,1500 block of E Abila St,0,8,0,0,0
243,244,2627013,2023-06-16,New Jersey,Clifton,39 Harding Ave,0,4,0,0,0
244,245,2625892,2023-06-15,Ohio,New Richmond,1965 Laurel Lindale Rd,3,1,0,0,1
245,246,2626402,2023-06-15,Tennessee,Sequatchie,246 Pine St,5,1,1,0,0
246,247,2625636,2023-06-15,South Carolina,Greenville,Channel Dr,0,4,0,0,0
247,248,2625603,2023-06-14,Oklahoma,Tulsa,S Harvard Ave and E 31st St,1,3,0,0,1
248,249,2625182,2023-06-13,Ohio,Cincinnati,2300 block of Harrison Ave,0,4,0,0,0
249,250,2623809,2023-06-13,Colorado,Denver,2000 block of Market St,0,9,0,1,2
250,251,2622044,2023-06-11,New York,Syracuse,100 block of Davis St,0,4,0,0,3
251,252,2622062,2023-06-11,California,Antioch,3300 block of Sunset Ln,1,6,0,0,0
252,253,2668127,2023-06-11,Louisiana,Labadieville,3006 LA-1,0,7,0,0,1
253,254,2622008,2023-06-11,Texas,Houston,6003 Richmond Ave,0,6,0,0,1
254,255,2622547,2023-06-11,Maryland,Annapolis,1004 Paddington Pl,3,3,0,0,1
255,256,2622140,2023-06-11,Illinois,Champaign,1000 block of N 6th St,0,4,0,0,0
256,257,2622484,2023-06-11,Texas,Crosby,12028 Crosby-Lynchburg  Rd,1,4,0,0,0
257,258,2621754,2023-06-10,Mississippi,Hattiesburg,6100 block of US-49,0,4,0,0,0
258,259,2621640,2023-06-10,Illinois,Oak Park,900 block of Madison St,0,4,0,0,0
259,260,2622344,2023-06-10,Washington,Benton City,25000 block of North Willard Ave,1,5,0,0,0
260,261,2621241,2023-06-09,California,San Francisco,24th St and Treat Ave,0,9,0,0,1
261,262,2621359,2023-06-09,Pennsylvania,Jeannette,815 Lowry Ave,1,4,0,0,0
262,263,2620695,2023-06-08,South Carolina,North Charleston,4106 Dorchester Rd,1,3,0,0,0
263,264,2619908,2023-06-07,California,Sacramento,1600 block of Grand Ave,0,7,0,0,0
264,265,2618358,2023-06-06,Virginia,Richmond,6 N Laurel St,2,5,0,0,1
265,266,2617560,2023-06-05,Mississippi,Jackson,440 N Mill St,0,5,0,0,0
266,267,2616439,2023-06-04,Texas,Sunnyvale,201 Planters Rd,1,4,0,0,0
267,268,2615978,2023-06-04,Illinois,Chicago,4800 block of W Iowa St,1,6,0,0,0
268,269,2616034,2023-06-04,Florida,Pensacola,Cresent Dr,1,4,0,0,0
269,270,2616015,2023-06-04,Missouri,Columbia,2600 block of Oakbrook Dr,2,4,0,0,0
270,271,2615941,2023-06-03,Oregon,Portland,NE Webster St and NE 55th Ave,0,4,0,0,0
271,272,2615518,2023-06-02,Tennessee,Memphis,4600 block of Mill Stream Dr,0,4,0,0,0
272,273,2614735,2023-06-02,Texas,San Antonio,5100 block of Eisenhauer Rd,1,3,0,0,0
273,274,2614353,2023-05-31,Ohio,Cleveland,400 block of E 123rd St,1,3,0,0,0
274,275,2613087,2023-05-31,North Carolina,Fayetteville,700 block of Rembrandt Dr,2,2,0,0,2
275,276,2613375,2023-05-31,Ohio,Cincinnati,73 E McMicken Ave,0,4,0,0,0
276,277,2612967,2023-05-30,Pennsylvania,Lebanon,400 block of N 5th St,3,1,0,0,3
277,278,2612882,2023-05-30,Illinois,Chicago,7059 S Halsted St,0,4,0,0,0
278,279,2611512,2023-05-29,Florida,Hollywood,1203 N Broadwalk,0,9,0,0,3
279,280,2611781,2023-05-29,South Carolina,Hollywood,5000 block of Storage Rd,1,5,0,0,0
280,281,2610925,2023-05-29,Ohio,Canal Winchester,4855 Pintail Creek Dr,0,7,0,0,0
281,283,2611877,2023-05-29,New York,Syracuse,400 block of Bellevue Ave,1,3,0,0,1
282,284,2611231,2023-05-28,Pennsylvania,Chester,Front St and Norris St,0,8,0,0,0
283,285,2611011,2023-05-28,Pennsylvania,Philadelphia,4500 block of Mulberry St,1,3,0,0,0
284,286,2610339,2023-05-28,Pennsylvania,Harrisburg,1000 block of N 3rd St,0,4,0,0,0
285,287,2610271,2023-05-28,Mississippi,Hazlehurst,Dentville Rd,0,5,0,0,0
286,288,2610231,2023-05-28,Tennessee,Memphis,400 block of Deerskin Dr,0,4,0,0,0
287,289,2610153,2023-05-27,Ohio,Cleveland,17426 Harvard Ave,0,4,0,0,0
288,290,2610514,2023-05-27,California,Moreno Valley,24800 block of Evening Shadow Ct,0,4,0,0,0
289,291,2610746,2023-05-27,Arkansas,Marianna,382 W Chestnut St,1,4,0,0,0
290,292,2609789,2023-05-27,New Mexico,Red River,400 E Main St,3,4,0,1,1
