,Unnamed: 0,Incident ID,Incident Date,State,City Or County,Address,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
1632,1643,2020535,2021-05-30,Illinois,Chicago,6718 S Stony Island Ave,0,4,0,0,0
1633,1644,2019155,2021-05-29,Texas,San Antonio,3300 block of Fallen Leaf Ln,2,2,0,0,0
1634,1645,2019384,2021-05-29,Missouri,Saint Louis,10466 W Florissant Ave,1,3,0,0,1
1635,1646,2018931,2021-05-28,Florida,Miami,2022 NW 1st Ct,1,6,0,0,0
1636,1647,2018495,2021-05-27,North Carolina,Durham,1200 block of Fayetteville St,0,5,0,0,0
1637,1648,2015849,2021-05-26,Illinois,Chicago,7200 block of S Princeton Ave,1,3,0,0,0
1638,1649,2015730,2021-05-26,California,San Jose,101 W Younger Ave,9,0,1,0,0
1639,1650,2014343,2021-05-24,Michigan,Inkster,27000 block of Rosewood St,2,2,0,0,0
1640,1651,2014381,2021-05-24,Ohio,West Jefferson,127 Jackson St,4,0,0,0,1
1641,1652,2012971,2021-05-23,Illinois,Chicago,3344 W Ohio St,0,4,0,0,0
1642,1653,2013595,2021-05-23,New York,Bay Shore,135 S Clinton Ave,0,4,0,0,0
1643,1654,2013059,2021-05-23,New Jersey,Paterson,Hillman St and E Main St,0,5,0,0,0
1644,1655,2013096,2021-05-23,Virginia,Norfolk,3100 block of Westminster Ave,0,4,0,0,0
1645,1656,2012765,2021-05-22,South Carolina,North Charleston,Piggly Wiggly Dr and W Jimtown Dr,1,14,0,0,4
1646,1657,2012345,2021-05-22,Delaware,Wilmington,800 block of N Pine St,0,4,0,0,0
1647,1658,2011569,2021-05-22,Minnesota,Minneapolis,322 N 1st Ave,2,7,0,0,1
1648,1659,2013043,2021-05-22,Ohio,Columbus,233 S Civic Center Dr,1,5,0,0,0
1649,1660,2011610,2021-05-22,Indiana,Fort Wayne,2177 Eden St,1,3,0,1,1
1650,1661,2012633,2021-05-22,New Jersey,Bridgeton,1029 E Commerce St,3,11,0,0,2
1651,1662,2011077,2021-05-21,New York,Albany,1st St and Quail St,1,5,0,0,1
1652,1663,2011482,2021-05-21,New Jersey,Jersey City,16 Brinkerhoff St,2,4,0,0,2
1653,1664,2010083,2021-05-20,Indiana,Evansville,800 block of Shadewood Ave,1,3,0,0,0
1654,1665,2007722,2021-05-18,California,Oakland,I-580 and Seminary Ave,2,5,0,0,0
1655,1666,2008415,2021-05-18,California,Hemet,1200 block of Valencia Ave,1,4,0,0,0
1656,1667,2005991,2021-05-16,Ohio,Cincinnati,7751 Reading Rd,1,3,0,0,0
1657,1668,2005776,2021-05-16,Georgia,Atlanta,630 Travis St NW,0,4,0,0,0
1658,1669,2005671,2021-05-16,Michigan,East Lansing,6170 Abbot Rd,0,5,0,0,0
1659,1670,2006621,2021-05-16,Georgia,Columbus,2727 Manchester Expy,0,4,0,0,0
1660,1671,2006204,2021-05-16,Georgia,Stone Mountain,4766 Redan Rd,1,5,0,0,0
1661,1672,2005813,2021-05-16,Alabama,Birmingham,1010 18th St S,0,4,1,0,0
1662,1673,2005238,2021-05-15,District of Columbia,Washington,3900 block of Minnesota Ave NE,1,3,0,0,1
1663,1674,2004666,2021-05-15,Illinois,Chicago,7800 block of S Loomis St,2,3,0,0,0
1664,1675,2005196,2021-05-15,New York,Bronx,1625 Webster Ave,1,4,0,0,1
1665,1676,2004413,2021-05-14,Pennsylvania,Philadelphia,5600 block of Market St,0,4,0,0,0
1666,1677,2003383,2021-05-13,Georgia,Augusta,201 E Telfair St,2,2,0,0,1
1667,1678,2003167,2021-05-13,District of Columbia,Washington,200 block of 37th Pl SE,1,3,0,0,0
1668,1679,2003334,2021-05-13,Rhode Island,Providence,87 Carolina Ave,0,4,0,4,7
1669,1680,2002269,2021-05-12,Pennsylvania,Philadelphia,5500 block of Kingsessing Ave,1,3,0,0,0
1670,1681,2002286,2021-05-12,Georgia,Buford,2910 Buford Dr NE,2,2,0,0,0
1671,1682,2001137,2021-05-11,Maryland,Baltimore,800 block of W Lexington St,0,4,0,0,0
1672,1683,2001362,2021-05-10,Alabama,Montgomery,3804 S Court St,0,7,0,0,0
1673,1684,1999417,2021-05-09,Pennsylvania,Philadelphia,100 block of E Albanus St,2,3,0,0,0
1674,1685,1999125,2021-05-09,Colorado,Colorado Springs,2828 Preakness Way,6,0,1,0,0
1675,1686,1999193,2021-05-09,Arizona,Phoenix,122 N 2nd St,1,7,0,0,2
1676,1687,1999909,2021-05-09,California,Los Angeles,6112 W Afton Pl,1,3,0,0,0
1677,1688,2000132,2021-05-09,South Carolina,Charleston,500 Block of King St,0,5,0,0,0
1678,1689,1999423,2021-05-09,New Jersey,Newark,378 Chancellor Ave,0,4,0,0,0
1679,1690,1998865,2021-05-08,California,Citrus Heights,7440 Auburn Blvd,0,4,0,0,1
1680,1691,1998693,2021-05-08,California,Oakland,1440 block of Lakeshore Ave,0,4,0,0,0
1681,1692,1998476,2021-05-08,Maryland,Gwynn Oak (Woodlawn),7300 block of Maury Rd,3,1,1,0,0
1682,1693,1998537,2021-05-08,Michigan,Detroit,15700 block of Plymouth Rd,0,4,0,0,0
1683,1694,1999307,2021-05-08,California,Compton,15100 block of S Lime Ave,2,2,0,0,0
1684,1695,1998602,2021-05-08,Wisconsin,Milwaukee,900 block of S 10th St,0,4,0,0,2
1685,1696,1998067,2021-05-07,Missouri,Saint Louis (Kinloch),5541 Mable Ave,2,3,0,1,2
1686,1697,1999434,2021-05-06,New Jersey,Paterson,22nd Ave and E 30th St,0,5,0,0,0
1687,1698,1996236,2021-05-05,Illinois,Chicago,6900 block of S Cornell Ave,0,4,0,0,0
1688,1699,1993551,2021-05-03,Michigan,Saginaw,1315 Randolph St,1,4,0,0,0
1689,1700,1993090,2021-05-02,Ohio,Columbus,491 Park St,0,4,0,0,0
1690,1701,1993664,2021-05-02,Pennsylvania,Philadelphia,5200 block of Burton St,1,3,0,0,0
1691,1702,1993221,2021-05-02,Maryland,Baltimore,1500 block of Washington Blvd,1,3,0,0,0
1692,1703,1993280,2021-05-02,Illinois,Chicago,2100 block of W Adams St,0,5,0,0,0
1693,1704,1992570,2021-05-02,Minnesota,Saint Paul,843 Selby Ave,0,4,0,0,0
1694,1705,1992127,2021-05-01,Delaware,Wilmington,800 block of N Pine St,0,4,0,0,0
1695,1706,1992534,2021-05-01,Louisiana,New Orleans,St Bernard Ave and N Claiborne Ave,2,4,0,0,0
1696,1707,1992410,2021-05-01,New York,New Rochelle,Horton Ave and Brook St,1,4,0,0,0
1697,1708,1992490,2021-05-01,Massachusetts,Holyoke,209 South St,0,5,0,0,0
1698,1709,1992469,2021-05-01,Florida,Clewiston,1117 Harlem Academy Ave,1,3,0,0,0
1699,1710,1990821,2021-04-29,Georgia,Atlanta,2300 block of Polar Rock Terrace SW,1,5,0,0,0
1700,1711,1990600,2021-04-28,Florida,Miami,2100 block of NW 85th St,0,5,0,0,0
1701,1712,1989840,2021-04-28,North Carolina,Boone,553 Hardaman Cir,4,0,1,0,0
1702,1713,1988688,2021-04-27,Virginia,Richmond,4000 Midlothian Turnpike,2,3,0,0,5
1703,1714,1989023,2021-04-27,Alabama,Fairfield,200 block of Glen Crest Dr,1,4,0,0,0
1704,1715,1987241,2021-04-26,Louisiana,Houma,656 Corporate Dr,0,5,0,0,1
1705,1716,1988326,2021-04-26,Oregon,Gresham,SE Stark St and SE 174th Ave,0,7,0,0,0
1706,1717,1991347,2021-04-25,Texas,Palestine,1101 W Palestine Ave,0,4,0,0,0
1707,1718,1986770,2021-04-25,Missouri,Kansas City,E 18th St and Vine St,1,3,0,1,1
1708,1719,1987235,2021-04-25,Alabama,Phenix City,1700 Highway 280 Bypass,0,4,0,0,0
1709,1720,1986593,2021-04-25,Arkansas,Little Rock,1900 E 6th St,1,3,0,0,0
1710,1721,1985432,2021-04-24,Louisiana,New Orleans,100 block of Bourbon St,0,5,0,0,0
1711,1722,1984807,2021-04-22,California,San Diego,500 block of J St,1,4,0,0,1
1712,1723,1981805,2021-04-19,Texas,Houston,700 E Whitney St,2,3,0,1,1
1713,1724,1982260,2021-04-19,Georgia,Atlanta,1191 Oakland Ln SW,0,5,0,0,0
1714,1725,1980689,2021-04-18,Wisconsin,Kenosha,1548 Sheridan Rd,3,3,0,0,1
1715,1726,1981521,2021-04-18,Michigan,Detroit,Ward Ave and W McNichols Rd,0,5,1,0,0
1716,1727,1981353,2021-04-18,Louisiana,Shreveport,3701 Hearne Ave,0,6,0,0,0
1717,1728,1982020,2021-04-18,Alabama,Montgomery,2300 block of Day St,1,4,0,0,4
1718,1729,1980492,2021-04-17,Ohio,Columbus,5001 Chatterton Rd,1,5,0,0,0
1719,1730,1980971,2021-04-17,Louisiana,La Place (Laplace),624 Golfview Dr,0,9,0,0,0
1720,1731,1979684,2021-04-16,Michigan,Detroit,Conant St and Minnesota St,0,4,0,0,0
1721,1732,1978635,2021-04-15,Indiana,Indianapolis,8951 Mirabel Rd,8,7,1,0,0
1722,1733,1979869,2021-04-15,Louisiana,Lake Charles,4101 5th Ave,1,3,0,0,1
1723,1734,1978561,2021-04-15,District of Columbia,Washington,1800 block of West Virginia Ave NE,0,4,0,0,0
1724,1735,1978616,2021-04-15,Florida,Pensacola,700 Truman Ave,0,6,0,0,0
1725,1736,1978652,2021-04-15,Illinois,Chicago,600 block of N Sawyer Ave,0,4,0,0,0
1726,1737,1976538,2021-04-13,Maryland,Baltimore,2300 block of Hoffman St,0,4,0,0,0
1727,1738,1974943,2021-04-11,Kansas,Wichita,200 block of N Battin St,1,3,0,0,0
1728,1739,1975004,2021-04-11,Washington,Seattle,306 23rd Ave S,0,4,0,0,0
1729,1740,1974088,2021-04-10,Tennessee,Memphis,385 Western Park Dr,1,3,0,0,1
1730,1741,1973809,2021-04-10,Michigan,Allendale,4926 Becker Dr,0,4,0,0,1
1731,1742,1973692,2021-04-10,Missouri,Koshkonong,US-63 and MO-F,1,3,0,0,1
1732,1743,1975405,2021-04-10,Connecticut,Waterbury,36 Gasparri Ln,0,4,0,0,1
1733,1744,1973844,2021-04-09,Texas,Fort Worth,2000 block of SW Loop 820,1,5,0,0,0
1734,1745,1972187,2021-04-08,Texas,Bryan,350 Stone City Dr,1,5,0,0,1
1735,1746,1971410,2021-04-07,South Carolina,Rock Hill,4456 Marshall Rd,6,0,1,0,0
1736,1747,1970937,2021-04-07,Wisconsin,Milwaukee,2627 W Capitol Dr,2,2,0,1,1
1737,1748,1973435,2021-04-07,Ohio,Dayton,Hoover Ave and Summit Square,0,4,0,0,0
1738,1749,1969899,2021-04-06,District of Columbia,Washington,4100 block of Ames St NE,0,4,0,0,0
1739,1750,1970245,2021-04-06,Michigan,Detroit,6100 block of Lodewyck St,1,3,0,0,0
1740,1751,1970378,2021-04-05,Illinois,Chicago,6800 block of S Justine Ave,0,7,0,0,0
1741,1752,1969065,2021-04-05,Maryland,Baltimore,300 block of N Eutaw St,0,5,0,0,0
1742,1753,1969505,2021-04-04,Louisiana,Monroe,207 Sterlington Rd,0,6,0,0,0
1743,1754,1968887,2021-04-04,Alabama,Birmingham,3969 14th Ave N,1,5,0,0,1
1744,1755,1969633,2021-04-04,Texas,Beaumont,6035 S M L King Jr Pkwy,0,4,0,0,1
1745,1756,1967914,2021-04-03,North Carolina,Wilmington,718 Kidder St,3,4,0,0,0
1746,1757,1967893,2021-04-03,Alabama,Tuscaloosa,2314 4th St,0,4,0,1,1
1747,1758,1969221,2021-04-03,Texas,Allen,1517 Pine Bluff Dr,4,0,2,0,0
1748,1759,1968553,2021-04-03,Florida,Quincy,2114 Pat Thomas Parkway,0,7,0,0,0
1749,1760,1966181,2021-03-31,California,Orange,202 West Lincoln Ave,4,1,0,1,1
1750,1761,1965890,2021-03-31,District of Columbia,Washington,1300 block of Congress St SE,2,3,0,0,1
1751,1762,1963556,2021-03-28,Ohio,Cleveland,5100 Pearl Rd,0,7,0,0,0
1752,1763,1963598,2021-03-28,Maryland,Essex,1601 Middleborough Rd,4,1,1,0,0
1753,1764,1964030,2021-03-28,Texas,San Antonio,2011 Dollarhide Ave,0,4,0,0,0
1754,1765,1964085,2021-03-28,Illinois,Chicago,I-57 and W 127th St,0,4,0,0,0
1755,1766,1963052,2021-03-27,Illinois,Chicago,500 block of N Leamington Ave,0,4,0,0,0
1756,1767,1962934,2021-03-27,Mississippi,Yazoo City,Dr Martin Luther King Jr Dr and Shady Dr,0,6,0,0,0
1757,1768,1962686,2021-03-27,Illinois,River Grove,Belmont Ave,1,3,0,0,0
1758,1769,1962562,2021-03-26,Virginia,Virginia Beach,2000 block of Atlantic Ave,0,9,0,0,7
1759,1770,1964271,2021-03-26,Virginia,Norfolk,100 block of W Balview Ave,0,4,0,0,0
1760,1771,1962890,2021-03-26,Tennessee,Memphis,500 block of Arrington Ave,3,2,0,0,0
1761,1772,1961753,2021-03-26,Illinois,Chicago,2515 W 79th St,1,7,0,0,0
1762,1773,1962507,2021-03-26,Pennsylvania,Philadelphia,1080 N Delaware Ave,0,7,0,0,1
1763,1774,1960283,2021-03-23,Alabama,Aliceville,1st Ave SW and 15th St,2,2,0,0,0
1764,1775,1958652,2021-03-22,Colorado,Boulder,3600 Table Mesa Dr,10,0,0,1,1
1765,1776,1959549,2021-03-22,Michigan,Detroit,13300 block of Davidson St,1,3,0,0,0
1766,1777,1957188,2021-03-20,Texas,Houston,10266 North Fwy,0,5,0,0,0
1767,1778,1957226,2021-03-20,Texas,Dallas,10333 Technology Blvd,1,7,0,0,1
1768,1779,1957252,2021-03-20,Pennsylvania,Philadelphia,4234 Germantown Ave,1,5,0,0,0
1769,1780,1956081,2021-03-18,Oregon,Gresham,750 E Powell Blvd,0,4,0,0,2
1770,1781,1955948,2021-03-18,Louisiana,New Orleans,2400 Annette St,0,4,0,0,0
1771,1782,1956001,2021-03-17,California,Stockton,Oro Ave and E Main St,0,5,0,0,0
1772,1783,1954379,2021-03-16,Georgia,Acworth,6468 Hwy 92,8,1,0,0,1
1773,1784,1954950,2021-03-16,Arizona,Phoenix,6215 W Elm St,3,1,1,0,0
1774,1785,1953309,2021-03-15,Indiana,Indianapolis,2300 block of N Harding St,1,4,0,0,0
1775,1786,1952662,2021-03-14,Illinois,Chicago,2600 block of E 77th St,0,4,0,0,0
1776,1787,1953202,2021-03-14,Florida,Tampa,10101 US-92,0,4,0,0,0
1777,1788,1952281,2021-03-14,Illinois,Chicago,6798 block of S South Chicago Ave,2,13,0,0,0
1778,1789,1952151,2021-03-13,New York,Brooklyn,917 Flushing Ave,0,5,0,0,0
1779,1790,1951681,2021-03-13,Florida,Orlando,200 block of Ring Rd,1,3,0,0,0
1780,1791,1951738,2021-03-13,Virginia,Richmond,5100 Richmond Henrico Tpke,2,4,0,0,0
1781,1792,1952161,2021-03-13,Indiana,Indianapolis,300 block of N Randolph St,4,1,0,0,1
1782,1793,1951476,2021-03-12,North Carolina,Greensboro,100 block of Huffman St,1,3,0,0,0
1783,1794,1951383,2021-03-12,Texas,Austin,7408 Cameron Rd,0,4,0,0,0
1784,1795,1950471,2021-03-11,Pennsylvania,Philadelphia,1400 block of N 76th St,2,2,0,0,1
1785,1796,1950346,2021-03-11,New Mexico,Ohkay Owingeh,89 Co Rd 56,1,3,0,0,1
1786,1797,1949977,2021-03-10,Texas,Houston,6300 Ranchester Dr,3,1,0,0,3
1787,1798,1948233,2021-03-08,Florida,Clearwater,US-19 ALT and Drew St,1,3,0,0,1
1788,1799,1948470,2021-03-07,Mississippi,Edwards,607 Wallace Dr,0,4,0,0,1
1789,1800,1947241,2021-03-06,California,Yuba City,Countryside Dr and Littlejohn Dr,2,3,0,0,0
1790,1801,1945999,2021-03-06,North Carolina,Fayetteville,200 block of Shads Ford Blvd,1,4,0,0,0
1791,1802,1946991,2021-03-05,California,Compton,609 N Long Beach Blvd,1,4,0,0,0
1792,1803,1944507,2021-03-04,District of Columbia,Washington,3900 Martin Luther King Jr Ave SW,0,5,0,0,0
1793,1804,1943986,2021-03-03,Pennsylvania,Erie,2105 Buffalo Rd,2,3,0,0,1
1794,1805,1941382,2021-02-28,Ohio,Cincinnati,3600 block of Idlewild Ave,3,2,0,1,0
1795,1806,1941669,2021-02-28,Indiana,East Chicago,1205 W Chicago Ave,0,4,0,0,0
1796,1807,1940791,2021-02-28,Delaware,Dover,21 S Little Creek Rd,0,4,0,0,2
1797,1808,1941647,2021-02-28,South Carolina,Mccormick,437 Talbert Rd,0,4,0,0,1
1798,1809,1941444,2021-02-28,Louisiana,Shreveport,4914 Mansfield Rd,0,5,0,0,0
1799,1810,1941210,2021-02-28,Texas,Houston,13484 Northwest Fwy,0,4,0,0,0
1800,1811,1943271,2021-02-27,Mississippi,Columbus,1200 block of 7th St S,0,4,0,0,0
1801,1812,1940190,2021-02-27,Mississippi,Pattison,Pattison-Tillman Rd,2,3,0,0,6
1802,1813,1939789,2021-02-26,Louisiana,Baton Rouge,4700 block of Paige St,0,4,0,0,0
1803,1814,1940069,2021-02-26,Texas,Houston,8708 Beechnut St,1,5,0,0,0
1804,1815,1939958,2021-02-26,California,San Diego,841 S 45th St,1,3,0,0,0
1805,1816,1934704,2021-02-21,Missouri,Kennett,1615 1st St,1,4,0,0,2
1806,1817,1935235,2021-02-21,North Carolina,Teachey,Thomas Smith Ln and Bay Rd,0,4,0,0,1
1807,1818,1934077,2021-02-20,Louisiana,Metairie,6719 Airline Dr,2,2,1,0,0
1808,1819,1933975,2021-02-20,Colorado,Grand Junction,1000 block of Teller Ave,1,3,0,0,1
1809,1820,1934181,2021-02-20,Illinois,Springfield,1100 block of S Grand Ave W,1,4,0,0,0
1810,1821,1934225,2021-02-20,Pennsylvania,Norristown (East Norriton),2912 Swede Rd,1,4,0,0,1
1811,1822,1932479,2021-02-18,Louisiana,Baton Rouge,2047 N Foster Dr,1,3,0,0,1
1812,1823,1931288,2021-02-17,Pennsylvania,Philadelphia,5597 Old York Rd,0,8,0,0,0
1813,1824,1930463,2021-02-16,Florida,Saint Petersburg,2968 Emerson Ave S,3,1,0,0,1
1814,1825,1928557,2021-02-13,California,San Francisco,3rd St and Quesada Ave,0,6,0,0,0
1815,1826,1928594,2021-02-13,Indiana,Indianapolis,3800 block of N Sherman Dr,0,4,0,0,0
1816,1827,1928149,2021-02-13,California,Oakland,1000 block of Washington St,0,6,0,0,0
1817,1828,1928205,2021-02-13,North Carolina,Cary,101 Reed St,1,3,0,0,2
1818,1829,1926742,2021-02-11,Georgia,Columbus,2001 South Lumpkin Rd,1,4,0,0,0
1819,1830,1926701,2021-02-10,Georgia,Atlanta,62 Harwell Rd NW,0,4,0,0,0
1820,1831,1924338,2021-02-09,Minnesota,Buffalo,755 Crossroads Campus Dr,1,4,0,0,1
1821,1832,1924892,2021-02-09,Texas,Houston,945 W Little York Rd,0,4,0,0,0
1822,1833,1921939,2021-02-06,Tennessee,Murfreesboro,Ewing Blvd and West St,1,4,0,0,1
1823,1834,1921768,2021-02-06,Illinois,Bloomingdale,250 W Schick Rd,1,5,0,0,1
1824,1835,1923786,2021-02-06,Louisiana,Thibodaux,1100 block of Tiger Dr,0,4,0,0,0
1825,1836,1922354,2021-02-06,Washington,Tacoma,3634 E McKinley Ave,1,3,0,0,1
1826,1837,1921641,2021-02-05,Pennsylvania,Mohnton,360 E Wyomissing Ave,1,3,0,0,0
1827,1838,1924951,2021-02-05,Mississippi,Benoit,1017 Lake Bolivar Rd,3,1,0,0,2
1828,1839,1920771,2021-02-04,North Carolina,High Point,2912 W English Rd,1,3,1,0,0
1829,1840,1919696,2021-02-03,Colorado,Oak Creek,200 block of Wild Hogg Dr,2,2,1,0,0
1830,1841,1919399,2021-02-03,Tennessee,Memphis,800 block of Olympic St,1,3,0,0,0
1831,1842,1917918,2021-02-02,Florida,Fort Lauderdale (Sunrise),10100 Reflections Blvd W,2,3,1,0,0
1832,1843,1917909,2021-02-02,Oklahoma,Muskogee,903 Indiana St,6,1,0,0,1
1833,1844,1917661,2021-02-01,New York,Rochester,400 block of Lyell Ave,1,3,0,0,0
1834,1845,1916374,2021-01-30,New York,Albany,200 block of Central Ave,1,4,0,0,4
1835,1846,1914798,2021-01-29,Pennsylvania,Mc Kees Rocks (Mckees Rocks),824 Island Ave,2,2,0,1,2
1836,1847,1914942,2021-01-28,Michigan,Flint,1900 block of Tebo St,1,4,0,0,0
1837,1848,1913708,2021-01-27,California,Santa Ana,1614 S Standard Ave,0,4,0,0,0
1838,1849,1911026,2021-01-25,District of Columbia,Washington,1406 Good Hope Rd SE,1,3,0,1,2
1839,1850,1910136,2021-01-24,Indiana,Indianapolis,3540 Adams St,5,1,0,0,1
1840,1851,1910619,2021-01-24,Nevada,Las Vegas,W Wilson Ave and H St,0,5,0,0,0
1841,1852,1909849,2021-01-22,Kentucky,Covington,217 E Martin Luther King Jr Blvd,0,5,0,0,1
1842,1853,1905423,2021-01-18,Pennsylvania,Tobyhanna,960 PA-196,0,4,0,0,5
1843,1854,1904063,2021-01-17,Arizona,Phoenix,2340 W Northern Ave,0,5,0,0,0
1844,1855,1904036,2021-01-17,Arizona,Phoenix,2236 E University Dr,1,6,0,0,0
1845,1856,1905360,2021-01-16,Illinois,Kankakee,600 block of N Evergreen Ave,0,4,0,1,1
1846,1857,1903058,2021-01-15,Pennsylvania,Philadelphia,5000 block of N 10th St,0,4,0,0,0
1847,1858,1899819,2021-01-11,Florida,Miami,2491 NE 58th St,0,4,0,0,0
1848,1859,1898261,2021-01-09,Illinois,Evanston,100 Asbury Ave,5,2,1,0,0
1849,1860,1897878,2021-01-09,Texas,Houston,5828 Martin Luther King Blvd,1,3,0,0,0
1850,1861,1896774,2021-01-07,District of Columbia,Washington,1300 block of Columbia Rd NW,0,5,0,0,0
1851,1862,1896384,2021-01-06,Texas,Livingston,201 Maple Ln,2,2,0,0,3
1852,1863,1896252,2021-01-06,Virginia,Manassas,10010 Ellis Rd,2,3,1,0,0
1853,1864,1894822,2021-01-04,Louisiana,New Orleans,1600 block of N Galvez St,0,4,0,0,0
1854,1865,1894979,2021-01-04,Florida,Tampa,1225 S 78th St,0,4,0,1,0
1855,1866,1894941,2021-01-04,Florida,Fort Lauderdale (Lauderhill),1828 NW 38th Ave,0,7,0,0,0
1856,1867,1893953,2021-01-03,Oregon,Gresham,NE 181st Ave and NE San Rafael St,0,4,0,0,1
1857,1868,1893327,2021-01-03,Texas,Houston,2900 Travis St,1,3,0,1,1
1858,1869,1893754,2021-01-03,Florida,Miami,3632 NW 25th Ave,0,6,0,0,0
1859,1870,1893601,2021-01-03,Louisiana,Shreveport,6900 block of Jewella Ave,2,3,0,0,0
1860,1871,1893877,2021-01-03,California,Santa Barbara,1200 block of Liberty St,2,2,0,0,0
1861,1872,1893744,2021-01-03,Florida,Miami,10525 NW 24th Ave,0,8,0,0,0
1862,1873,1892034,2021-01-01,Arkansas,Fort Smith,3211 Towson Ave,0,6,0,1,1
1863,1874,1892704,2021-01-01,Texas,Amarillo,2650 Dumas Dr,1,3,0,0,1
1864,1875,1891720,2021-01-01,Illinois,Galesburg,1000 block of Monroe St,0,4,0,0,1
1865,1876,1892114,2021-01-01,Iowa,Sioux City,2637 S Walker St,1,4,0,0,3
1866,1877,1891461,2020-12-31,Indiana,Indianapolis,8215 Center Run Road,1,3,0,0,0
1867,1878,1890946,2020-12-31,Oregon,Happy Valley,9200 block of SE Idleman Rd,0,4,0,0,0
1868,1879,1886974,2020-12-26,Illinois,Rockford,4007 E State St,3,3,0,0,1
1869,1880,1886913,2020-12-26,Florida,Tampa,N 20th St and E 7th Ave,2,2,0,0,1
1870,1881,1887059,2020-12-26,Massachusetts,Lynn,Washington St and Quincy Ter,1,5,0,0,1
1871,1882,1886849,2020-12-26,Florida,Miami,NW 61st St and NW 13th Ave,1,3,0,0,0
1872,1883,1886721,2020-12-25,Arkansas,Atkins,5180 Pine Ridge Rd,4,0,1,0,0
1873,1884,1886372,2020-12-25,Florida,Boynton Beach,Martin Luther King Jr Blvd and N Seacrest Blvd,1,4,0,0,1
1874,1885,1886141,2020-12-24,Florida,Lakeland,1500 block of Amos Ave,1,4,0,0,0
1875,1886,1885251,2020-12-22,Mississippi,Meridian,Jeffrey Acres Rd,4,0,1,0,0
1876,1887,1882214,2020-12-20,Connecticut,Bridgeport,456 Connecticut Ave,2,2,0,0,0
1877,1888,1881213,2020-12-19,Illinois,Chicago,8936 S Cottage Grove Ave,0,6,0,0,0
1878,1889,1876727,2020-12-13,West Virginia,Elkview,1384 Cemetery Hill Dr,4,0,0,0,1
1879,1890,1877043,2020-12-12,California,San Bernardino,900 block of N Sierra Way,1,3,0,0,0
1880,1891,1876231,2020-12-12,New York,Copiague,2336 Great Neck Rd,2,2,0,0,1
1881,1892,1876039,2020-12-12,New York,Brooklyn,574 Warren St,0,4,0,0,0
1882,1893,1876552,2020-12-12,Maryland,Hyattsville (Landover),8600 block of Old Ardmore Rd,2,2,0,0,0
1883,1894,1877628,2020-12-10,Georgia,Tifton,700 block of 17 1/2 St,0,4,0,0,0
1884,1895,1877122,2020-12-10,Mississippi,Jackson,1805 Hospital Dr,0,5,0,0,0
1885,1896,1908063,2020-12-08,West Virginia,Williamsburg,611 Flynns Creek Rd,5,0,1,0,0
1886,1897,1873798,2020-12-08,Louisiana,Lacombe,28399 Palmer Dr,0,1,2,2,0
1887,1898,1870827,2020-12-06,Texas,Venus,6100 N FM 157,0,6,0,0,0
1888,1899,1871627,2020-12-05,California,Hayward,25000 block of Eldridge Ave,1,3,0,0,0
1889,1900,1870840,2020-12-05,North Carolina,Autryville,10101 Gip Rd,0,6,0,0,0
1890,1901,1869748,2020-12-04,Illinois,Chicago,4400 block of W Adams St,0,4,0,0,0
1891,1902,1867006,2020-12-01,Pennsylvania,Morrisville,1 Makefield Rd,1,3,0,0,0
1892,1903,1866100,2020-11-30,Alaska,Palmer,335 N Valley Way,4,0,0,0,1
1893,1904,1864683,2020-11-29,Mississippi,Grenada,Highway 8 East,0,11,0,0,0
1894,1905,1865110,2020-11-29,Tennessee,Memphis,3492 W Metropolitan Cir,2,2,0,1,3
1895,1906,1864205,2020-11-28,South Carolina,Conway,3800 block of Golden Key Rd,0,5,0,0,3
1896,1907,1863726,2020-11-28,South Carolina,Aiken,1695 Richland Ave E,1,10,0,0,4
1897,1908,1864177,2020-11-28,Louisiana,New Orleans,7001 Lawrence Rd,0,4,0,0,0
1898,1909,1862947,2020-11-27,Georgia,Macon,425 Cherry St,1,5,0,0,2
1899,1910,1863099,2020-11-27,Ohio,Toledo,3257 Stickney Ave,0,6,0,0,0
1900,1911,1862603,2020-11-26,Nevada,Henderson,870 E Lake Mead Pkwy,1,4,0,1,3
1901,1912,1859390,2020-11-22,New York,Brooklyn,15 Albany Ave,1,6,0,0,2
1902,1913,1859110,2020-11-22,New Jersey,Trenton,Stuyvesant Ave and Hoffman Ave,0,4,0,0,0
1903,1914,1858455,2020-11-22,Illinois,Chicago,700 block of E 101st St,1,3,0,0,0
1904,1915,1859186,2020-11-22,Louisiana,New Orleans,9232 Chef Menteur Hwy,1,3,0,0,0
1905,1916,1857439,2020-11-21,Illinois,Chicago,W 79th St and S Justine St,0,6,0,0,0
1906,1917,1857947,2020-11-21,Arizona,Phoenix,35th Ave and Earll Dr,1,4,0,0,0
1907,1918,1858965,2020-11-21,Nebraska,Bellevue,1307 Cornhusker Rd,2,2,0,0,1
1908,1919,1857040,2020-11-20,Wisconsin,Milwaukee (Wauwatosa),2500 N Mayfair Rd,0,8,0,0,1
1909,1920,1856417,2020-11-19,Florida,Haines City,422 N 15th St,1,3,0,0,0
1910,1921,1855276,2020-11-18,Texas,Houston,11614 Manor Park Dr,2,2,1,0,0
1911,1922,1856338,2020-11-18,South Carolina,Florence,500 block of Gaillard St,0,4,0,0,0
